match_id,map_name,team_a,team_b,team_a_win,best_of,event_stage,match_date,acs_diff,kills_diff,deaths_diff,assists_diff
173215,Ascent,KOI,Natus Vincere,1,Bo3,Regular Season: Week 1,2023-03-27,21.200000000000017,9.0,-9.0,7.0
173215,Lotus,KOI,Natus Vincere,1,Bo3,Regular Season: Week 1,2023-03-27,24.0,14.0,-14.0,13.0
173216,Pearl,Team Heretics,FUT Esports,0,Bo3,Regular Season: Week 1,2023-03-28,-85.79999999999998,-30.0,30.0,-25.0
173216,Lotus,Team Heretics,FUT Esports,0,Bo3,Regular Season: Week 1,2023-03-28,-36.39999999999998,-18.0,18.0,-7.0
173217,Haven,Team Liquid,Team Vitality,0,Bo3,Regular Season: Week 1,2023-03-28,-32.0,-13.0,13.0,-18.0
173217,Fracture,Team Liquid,Team Vitality,1,Bo3,Regular Season: Week 1,2023-03-28,81.20000000000002,32.0,-32.0,17.0
173217,Lotus,Team Liquid,Team Vitality,0,Bo3,Regular Season: Week 1,2023-03-28,7.799999999999983,3.0,-3.0,15.0
173218,Icebox,Natus Vincere,Giants Gaming,0,Bo3,Regular Season: Week 1,2023-03-29,-19.599999999999994,-11.0,11.0,4.0
173218,Split,Natus Vincere,Giants Gaming,1,Bo3,Regular Season: Week 1,2023-03-29,-8.800000000000011,-4.0,4.0,-10.0
173218,Pearl,Natus Vincere,Giants Gaming,1,Bo3,Regular Season: Week 1,2023-03-29,40.400000000000006,19.0,-19.0,6.0
173219,Icebox,Karmine Corp,BBL Esports,1,Bo3,Regular Season: Week 1,2023-03-29,22.599999999999994,16.0,-16.0,7.0
173219,Split,Karmine Corp,BBL Esports,1,Bo3,Regular Season: Week 1,2023-03-29,52.599999999999994,22.0,-22.0,22.0
173220,Lotus,Team Liquid,FUT Esports,0,Bo3,Regular Season: Week 1,2023-03-30,14.0,1.0,-1.0,3.0
173220,Split,Team Liquid,FUT Esports,1,Bo3,Regular Season: Week 1,2023-03-30,58.79999999999998,22.0,-22.0,17.0
